Type;Shop;On_Sale;For;Known_Brand;Leather;Color;Prijs 
heals;at_location;yes;female;yes;yes;white;288,855
heals;at_location;no;female;yes;yes;white;349,65
heals;at_location;yes;female;yes;yes;red;162,225
heals;at_location;no;female;yes;yes;red;252
heals;at_location;yes;female;yes;yes;blue;103,635
heals;at_location;no;female;yes;yes;blue;223,65
sandals;at_location;yes;male;yes;yes;black;27,3375
sandals;at_location;yes;female;yes;yes;black;38,475
sandals;at_location;no;male;yes;yes;black;79,65
sandals;at_location;no;female;yes;yes;black;51,3
sandals;at_location;yes;male;yes;yes;brown;59,0625
sandals;at_location;yes;female;yes;yes;brown;56,7
sandals;at_location;no;male;yes;yes;brown;64,8
sandals;at_location;no;female;yes;yes;brown;47,925
sandals;at_location;yes;male;yes;yes;gray;42,8625
sandals;at_location;yes;female;yes;yes;gray;32,4
sandals;at_location;no;male;yes;yes;gray;47,25
sandals;at_location;no;female;yes;yes;gray;72,9
sandals;at_location;yes;male;yes;yes;white;39,15
sandals;at_location;yes;female;yes;yes;white;18,9
sandals;at_location;no;male;yes;yes;white;105,3
sandals;at_location;no;female;yes;yes;white;24,3
sandals;at_location;yes;male;yes;yes;red;24,0975
sandals;at_location;yes;female;yes;yes;red;46,2375
sandals;at_location;no;male;yes;yes;red;74,25
sandals;at_location;no;female;yes;yes;red;58,725
sandals;at_location;yes;male;yes;yes;blue;33,75
sandals;at_location;yes;female;yes;yes;blue;41,175
sandals;at_location;no;male;yes;yes;blue;49,95
sandals;at_location;no;female;yes;yes;blue;86,4
boots;at_location;yes;male;yes;yes;black;381,15
boots;at_location;yes;female;yes;yes;black;311,85
boots;at_location;no;male;yes;yes;black;477
boots;at_location;no;female;yes;yes;black;364,5
boots;at_location;yes;male;yes;yes;brown;233,1
boots;at_location;yes;female;yes;yes;brown;198
boots;at_location;no;male;yes;yes;brown;589,5
boots;at_location;no;female;yes;yes;brown;418,5
boots;at_location;yes;male;yes;yes;gray;193,5
boots;at_location;yes;female;yes;yes;gray;159,75
boots;at_location;no;male;yes;yes;gray;297
boots;at_location;no;female;yes;yes;gray;454,5
boots;at_location;yes;male;yes;yes;white;412,65
boots;at_location;yes;female;yes;yes;white;308,25
boots;at_location;no;male;yes;yes;white;526,5
boots;at_location;no;female;yes;yes;white;409,5
boots;at_location;yes;female;yes;yes;red;280,35
boots;at_location;no;female;yes;yes;red;499,5
boots;at_location;yes;male;yes;yes;blue;288
boots;at_location;yes;female;yes;yes;blue;290,25
boots;at_location;no;male;yes;yes;blue;162
boots;at_location;no;female;yes;yes;blue;445,5
wedges;at_location;yes;female;yes;no;black;31,95
wedges;at_location;no;female;yes;no;black;77,4
wedges;at_location;yes;female;yes;no;brown;95,76
wedges;at_location;no;female;yes;no;brown;69,3
wedges;at_location;yes;female;yes;no;gray;22,05
wedges;at_location;no;female;yes;no;gray;94,5
wedges;at_location;yes;female;yes;no;white;43,2
wedges;at_location;no;female;yes;no;white;79,2
wedges;at_location;yes;female;yes;no;red;79,38
wedges;at_location;no;female;yes;no;red;105,3
wedges;at_location;yes;female;yes;no;blue;49,95
wedges;at_location;no;female;yes;no;blue;82,8
sneakers;at_location;yes;male;yes;no;black;74,925
sneakers;at_location;yes;female;yes;no;black;61,425
sneakers;at_location;no;male;yes;no;black;143,1
sneakers;at_location;no;female;yes;no;black;157,95
sneakers;at_location;yes;male;yes;no;brown;74,25
sneakers;at_location;no;male;yes;no;brown;108
sneakers;at_location;yes;male;yes;no;gray;56,7
sneakers;at_location;yes;female;yes;no;gray;65,205
sneakers;at_location;no;male;yes;no;gray;175,5
sneakers;at_location;no;female;yes;no;gray;133,65
sneakers;at_location;yes;male;yes;no;white;75,6
sneakers;at_location;yes;female;yes;no;white;113,4
sneakers;at_location;no;male;yes;no;white;114,75
sneakers;at_location;no;female;yes;no;white;152,55
sneakers;at_location;yes;male;yes;no;red;97,875
sneakers;at_location;yes;female;yes;no;red;86,4
sneakers;at_location;no;male;yes;no;red;128,25
sneakers;at_location;no;female;yes;no;red;130,95
sneakers;at_location;yes;male;yes;no;blue;106,65
sneakers;at_location;yes;female;yes;no;blue;64,125
sneakers;at_location;no;male;yes;no;blue;147,15
sneakers;at_location;no;female;yes;no;blue;148,5
heals;at_location;yes;female;yes;no;black;134,4
heals;at_location;no;female;yes;no;black;222,6
heals;at_location;yes;female;yes;no;brown;116,55
heals;at_location;no;female;yes;no;brown;231
heals;at_location;yes;female;yes;no;gray;190,05
heals;at_location;no;female;yes;no;gray;264,6
heals;at_location;yes;female;yes;no;white;108,78
heals;at_location;no;female;yes;no;white;132,3
heals;at_location;yes;female;yes;no;red;76,44
heals;at_location;no;female;yes;no;red;325,5
heals;at_location;yes;female;yes;no;blue;78,75
heals;at_location;no;female;yes;no;blue;273
sandals;at_location;yes;male;yes;no;black;26,1
sandals;at_location;yes;female;yes;no;black;17,01
sandals;at_location;no;male;yes;no;black;72,45
sandals;at_location;no;female;yes;no;black;52,65
sandals;at_location;yes;male;yes;no;brown;34,875
sandals;at_location;yes;female;yes;no;brown;24,75
sandals;at_location;no;male;yes;no;brown;47,25
sandals;at_location;no;female;yes;no;brown;31,05
sandals;at_location;yes;male;yes;no;gray;22,725
sandals;at_location;yes;female;yes;no;gray;23,4
sandals;at_location;no;male;yes;no;gray;24,3
sandals;at_location;no;female;yes;no;gray;44,55
sandals;at_location;yes;male;yes;no;white;23,625
sandals;at_location;yes;female;yes;no;white;17,55
sandals;at_location;no;male;yes;no;white;50,4
sandals;at_location;no;female;yes;no;white;28,8
sandals;at_location;yes;male;yes;no;red;18,675
sandals;at_location;yes;female;yes;no;red;23,175
sandals;at_location;no;male;yes;no;red;36,9
sandals;at_location;no;female;yes;no;red;50,85
sandals;at_location;yes;male;yes;no;blue;20,025
sandals;at_location;yes;female;yes;no;blue;16,65
sandals;at_location;no;male;yes;no;blue;57,6
sandals;at_location;no;female;yes;no;blue;53,1
boots;at_location;yes;male;yes;no;black;175,5
boots;at_location;yes;female;yes;no;black;181,5
boots;at_location;no;male;yes;no;black;390
boots;at_location;no;female;yes;no;black;390
boots;at_location;yes;male;yes;no;brown;151,5
boots;at_location;yes;female;yes;no;brown;129
boots;at_location;no;male;yes;no;brown;291
boots;at_location;no;female;yes;no;brown;411
boots;at_location;yes;male;yes;no;gray;96
boots;at_location;yes;female;yes;no;gray;124,5
boots;at_location;no;male;yes;no;gray;393
boots;at_location;no;female;yes;no;gray;375
boots;at_location;yes;male;yes;no;white;127,5
boots;at_location;yes;female;yes;no;white;197,4
boots;at_location;no;male;yes;no;white;285
boots;at_location;no;female;yes;no;white;276
boots;at_location;yes;female;yes;no;red;40,5
boots;at_location;no;female;yes;no;red;261
boots;at_location;yes;male;yes;no;blue;163,5
boots;at_location;yes;female;yes;no;blue;261
boots;at_location;no;male;yes;no;blue;168
boots;at_location;no;female;yes;no;blue;243
wedges;at_location;yes;female;yes;yes;black;83,16
wedges;at_location;no;female;yes;yes;black;97,2
wedges;at_location;yes;female;yes;yes;brown;75,6
wedges;at_location;no;female;yes;yes;brown;56,7
wedges;at_location;yes;female;yes;yes;gray;91,665
wedges;at_location;no;female;yes;yes;gray;113,4
wedges;at_location;yes;female;yes;yes;white;78,3
wedges;at_location;no;female;yes;yes;white;137,7
wedges;at_location;yes;female;yes;yes;red;124,74
wedges;at_location;no;female;yes;yes;red;201,15
wedges;at_location;yes;female;yes;yes;blue;98,28
wedges;at_location;no;female;yes;yes;blue;85,05
sneakers;at_location;yes;male;yes;yes;black;151,6725
sneakers;at_location;yes;female;yes;yes;black;143,775
sneakers;at_location;no;male;yes;yes;black;196,425
sneakers;at_location;no;female;yes;yes;black;226,8
sneakers;at_location;yes;male;yes;yes;brown;100,6425
sneakers;at_location;no;male;yes;yes;brown;293,625
sneakers;at_location;yes;male;yes;yes;gray;113,4
sneakers;at_location;yes;female;yes;yes;gray;88,0875
sneakers;at_location;no;male;yes;yes;gray;101,25
sneakers;at_location;no;female;yes;yes;gray;159,975
sneakers;at_location;yes;male;yes;yes;white;97,8075
sneakers;at_location;yes;female;yes;yes;white;120,4875
sneakers;at_location;no;male;yes;yes;white;222,75
sneakers;at_location;no;female;yes;yes;white;253,125
sneakers;at_location;yes;male;yes;yes;red;106,3125
sneakers;at_location;yes;female;yes;yes;red;146,0025
sneakers;at_location;no;male;yes;yes;red;224,775
sneakers;at_location;no;female;yes;yes;red;364,5
sneakers;at_location;yes;male;yes;yes;blue;111,375
sneakers;at_location;yes;female;yes;yes;blue;105,3
sneakers;at_location;no;male;yes;yes;blue;297,675
sneakers;at_location;no;female;yes;yes;blue;208,575
heals;at_location;yes;female;yes;yes;black;176,4
heals;at_location;no;female;yes;yes;black;403,2
heals;at_location;yes;female;yes;yes;brown;140,175
heals;at_location;no;female;yes;yes;brown;333,9
heals;at_location;yes;female;yes;yes;gray;198,45
heals;at_location;no;female;yes;yes;gray;390,6
heals;at_location;yes;female;yes;yes;white;114,66
heals;at_location;no;female;yes;yes;white;91,35
heals;at_location;yes;female;yes;yes;red;124,425
heals;at_location;no;female;yes;yes;red;472,5
heals;at_location;yes;female;yes;yes;blue;235,935
heals;at_location;no;female;yes;yes;blue;299,25
sandals;at_location;yes;male;yes;yes;black;44,8875
sandals;at_location;yes;female;yes;yes;black;44,2125
sandals;at_location;no;male;yes;yes;black;74,25
sandals;at_location;no;female;yes;yes;black;76,95
sandals;at_location;yes;male;yes;yes;brown;12,4875
sandals;at_location;yes;female;yes;yes;brown;32,0625
sandals;at_location;no;male;yes;yes;brown;68,175
sandals;at_location;no;female;yes;yes;brown;49,95
sandals;at_location;yes;male;yes;yes;gray;33,4125
sandals;at_location;yes;female;yes;yes;gray;27,675
sandals;at_location;no;male;yes;yes;gray;85,05
sandals;at_location;no;female;yes;yes;gray;56,025
sandals;at_location;yes;male;yes;yes;white;46,9125
sandals;at_location;yes;female;yes;yes;white;33,4125
sandals;at_location;no;male;yes;yes;white;85,725
sandals;at_location;no;female;yes;yes;white;114,075
sandals;at_location;yes;male;yes;yes;red;34,425
sandals;at_location;yes;female;yes;yes;red;48,9375
sandals;at_location;no;male;yes;yes;red;45,9
sandals;at_location;no;female;yes;yes;red;104,625
sandals;at_location;yes;male;yes;yes;blue;21,6
sandals;at_location;yes;female;yes;yes;blue;33,075
sandals;at_location;no;male;yes;yes;blue;60,75
sandals;at_location;no;female;yes;yes;blue;44,55
boots;at_location;yes;male;yes;yes;black;192,15
boots;at_location;yes;female;yes;yes;black;267,75
boots;at_location;no;male;yes;yes;black;261
boots;at_location;no;female;yes;yes;black;270
boots;at_location;yes;male;yes;yes;brown;301,5
boots;at_location;yes;female;yes;yes;brown;315
boots;at_location;no;male;yes;yes;brown;499,5
boots;at_location;no;female;yes;yes;brown;328,5
boots;at_location;yes;male;yes;yes;gray;211,5
boots;at_location;yes;female;yes;yes;gray;245,25
boots;at_location;no;male;yes;yes;gray;472,5
boots;at_location;no;female;yes;yes;gray;493
boots;at_location;yes;male;yes;yes;white;255,15
boots;at_location;yes;female;yes;yes;white;216
boots;at_location;no;male;yes;yes;white;562,5
boots;at_location;no;female;yes;yes;white;576
boots;at_location;yes;female;yes;yes;red;92,25
boots;at_location;no;female;yes;yes;red;396
boots;at_location;yes;male;yes;yes;blue;180
boots;at_location;yes;female;yes;yes;blue;315
boots;at_location;no;male;yes;yes;blue;517,5
boots;at_location;no;female;yes;yes;blue;508,5
wedges;at_location;yes;female;yes;no;black;84,42
wedges;at_location;no;female;yes;no;black;101,7
wedges;at_location;yes;female;yes;no;brown;49,05
wedges;at_location;no;female;yes;no;brown;115,2
wedges;at_location;yes;female;yes;no;gray;71,19
wedges;at_location;no;female;yes;no;gray;54
wedges;at_location;yes;female;yes;no;white;46,35
wedges;at_location;no;female;yes;no;white;45
wedges;at_location;yes;female;yes;no;red;59,85
wedges;at_location;no;female;yes;no;red;33,3
wedges;at_location;yes;female;yes;no;blue;37,8
wedges;at_location;no;female;yes;no;blue;92,7
sneakers;at_location;yes;male;yes;no;black;66,825
sneakers;at_location;yes;female;yes;no;black;105,3
sneakers;at_location;no;male;yes;no;black;137,7
sneakers;at_location;no;female;yes;no;black;110,7
sneakers;at_location;yes;male;yes;no;brown;111,51
sneakers;at_location;no;male;yes;no;brown;86,4
sneakers;at_location;yes;male;yes;no;gray;109,62
sneakers;at_location;yes;female;yes;no;gray;72,9
sneakers;at_location;no;male;yes;no;gray;118,8
sneakers;at_location;no;female;yes;no;gray;109,35
sneakers;at_location;yes;male;yes;no;white;60,48
sneakers;at_location;yes;female;yes;no;white;29,7
sneakers;at_location;no;male;yes;no;white;117,45
sneakers;at_location;no;female;yes;no;white;166,05
sneakers;at_location;yes;male;yes;no;red;53,325
sneakers;at_location;yes;female;yes;no;red;99,9
sneakers;at_location;no;male;yes;no;red;98,55
sneakers;at_location;no;female;yes;no;red;221,4
sneakers;at_location;yes;male;yes;no;blue;74,655
sneakers;at_location;yes;female;yes;no;blue;69,525
sneakers;at_location;no;male;yes;no;blue;193,05
sneakers;at_location;no;female;yes;no;blue;184,95
heals;at_location;yes;female;yes;no;black;80,85
heals;at_location;no;female;yes;no;black;256,2
heals;at_location;yes;female;yes;no;brown;70,35
heals;at_location;no;female;yes;no;brown;102,9
heals;at_location;yes;female;yes;no;gray;126
heals;at_location;no;female;yes;no;gray;100,8
heals;at_location;yes;female;yes;no;white;52,92
heals;at_location;no;female;yes;no;white;205,8
heals;at_location;yes;female;yes;no;red;149,1
heals;at_location;no;female;yes;no;red;287,7
heals;at_location;yes;female;yes;no;blue;57,75
heals;at_location;no;female;yes;no;blue;212,1
sandals;at_location;yes;male;yes;no;black;27,9
sandals;at_location;yes;female;yes;no;black;29,025
sandals;at_location;no;male;yes;no;black;66,15
sandals;at_location;no;female;yes;no;black;66,6
sandals;at_location;yes;male;yes;no;brown;28,35
sandals;at_location;yes;female;yes;no;brown;12,825
sandals;at_location;no;male;yes;no;brown;45,45
sandals;at_location;no;female;yes;no;brown;26,55
sandals;at_location;yes;male;yes;no;gray;43,155
sandals;at_location;yes;female;yes;no;gray;47,88
sandals;at_location;no;male;yes;no;gray;18
sandals;at_location;no;female;yes;no;gray;56,25
sandals;at_location;yes;male;yes;no;white;20,25
sandals;at_location;yes;female;yes;no;white;19,35
sandals;at_location;no;male;yes;no;white;32,85
sandals;at_location;no;female;yes;no;white;62,1
sandals;at_location;yes;male;yes;no;red;24,975
sandals;at_location;yes;female;yes;no;red;30,24
sandals;at_location;no;male;yes;no;red;50,85
sandals;at_location;no;female;yes;no;red;58,5
sandals;at_location;yes;male;yes;no;blue;16,65
sandals;at_location;yes;female;yes;no;blue;23,94
sandals;at_location;no;male;yes;no;blue;54,45
sandals;at_location;no;female;yes;no;blue;66,6
boots;at_location;yes;male;yes;no;black;207
boots;at_location;yes;female;yes;no;black;145,5
boots;at_location;no;male;yes;no;black;180
boots;at_location;no;female;yes;no;black;90
boots;at_location;yes;male;yes;no;brown;108
boots;at_location;yes;female;yes;no;brown;281,4
boots;at_location;no;male;yes;no;brown;252
boots;at_location;no;female;yes;no;brown;327
boots;at_location;yes;male;yes;no;gray;159
boots;at_location;yes;female;yes;no;gray;71,4
boots;at_location;no;male;yes;no;gray;414
boots;at_location;no;female;yes;no;gray;483
boots;at_location;yes;male;yes;no;white;207,9
boots;at_location;yes;female;yes;no;white;195
boots;at_location;no;male;yes;no;white;231
boots;at_location;no;female;yes;no;white;354
boots;at_location;yes;female;yes;no;red;344,4
boots;at_location;no;female;yes;no;red;417
boots;at_location;yes;male;yes;no;blue;118,5
boots;at_location;yes;female;yes;no;blue;103,5
boots;at_location;no;male;yes;no;blue;306
boots;at_location;no;female;yes;no;blue;279
wedges;at_location;yes;female;yes;yes;black;66,15
wedges;at_location;no;female;yes;yes;black;186,3
wedges;at_location;yes;female;yes;yes;brown;72,225
wedges;at_location;no;female;yes;yes;brown;202,5
wedges;at_location;yes;female;yes;yes;gray;66,825
wedges;at_location;no;female;yes;yes;gray;129,6
wedges;at_location;yes;female;yes;yes;white;83,7
wedges;at_location;no;female;yes;yes;white;152,55
wedges;at_location;yes;female;yes;yes;red;88,83
wedges;at_location;no;female;yes;yes;red;70,2
wedges;at_location;yes;female;yes;yes;blue;63,315
wedges;at_location;no;female;yes;yes;blue;160,65
sneakers;at_location;yes;male;yes;yes;black;117,45
sneakers;at_location;yes;female;yes;yes;black;56,7
sneakers;at_location;no;male;yes;yes;black;210,6
sneakers;at_location;no;female;yes;yes;black;234,9
sneakers;at_location;yes;male;yes;yes;brown;65,8125
sneakers;at_location;no;male;yes;yes;brown;141,75
sneakers;at_location;yes;male;yes;yes;gray;137,7
sneakers;at_location;yes;female;yes;yes;gray;47,5875
sneakers;at_location;no;male;yes;yes;gray;228,825
sneakers;at_location;no;female;yes;yes;gray;261,225
sneakers;at_location;yes;male;yes;yes;white;46,575
sneakers;at_location;yes;female;yes;yes;white;97,2
sneakers;at_location;no;male;yes;yes;white;131,625
sneakers;at_location;no;female;yes;yes;white;208,575
sneakers;at_location;yes;male;yes;yes;red;88,0875
sneakers;at_location;yes;female;yes;yes;red;50,625
sneakers;at_location;no;male;yes;yes;red;240,975
sneakers;at_location;no;female;yes;yes;red;238,95
sneakers;at_location;yes;male;yes;yes;blue;82,0125
sneakers;at_location;yes;female;yes;yes;blue;164,43
sneakers;at_location;no;male;yes;yes;blue;121,5
sneakers;at_location;no;female;yes;yes;blue;127,575
heals;at_location;yes;female;yes;yes;black;102,375
heals;at_location;no;female;yes;yes;black;305,55
heals;at_location;yes;female;yes;yes;brown;132,3
heals;at_location;no;female;yes;yes;brown;494,55
heals;at_location;yes;female;yes;yes;gray;154,35
heals;at_location;no;female;yes;yes;gray;368,55
heals;at_location;yes;female;yes;yes;white;184,275
heals;at_location;no;female;yes;yes;white;349,65
heals;at_location;yes;female;yes;yes;red;233,73
heals;at_location;no;female;yes;yes;red;431,55
heals;at_location;yes;female;yes;yes;blue;102,375
heals;at_location;no;female;yes;yes;blue;469,35
sandals;at_location;yes;male;yes;yes;black;40,8375
sandals;at_location;yes;female;yes;yes;black;31,185
sandals;at_location;no;male;yes;yes;black;89,775
sandals;at_location;no;female;yes;yes;black;91,125
sandals;at_location;yes;male;yes;yes;brown;71,3475
sandals;at_location;yes;female;yes;yes;brown;29,3625
sandals;at_location;no;male;yes;yes;brown;100,575
sandals;at_location;no;female;yes;yes;brown;72,9
sandals;at_location;yes;male;yes;yes;gray;26,46
sandals;at_location;yes;female;yes;yes;gray;36,3825
sandals;at_location;no;male;yes;yes;gray;86,4
sandals;at_location;no;female;yes;yes;gray;103,95
sandals;at_location;yes;male;yes;yes;white;21,9375
sandals;at_location;yes;female;yes;yes;white;32,7375
sandals;at_location;no;male;yes;yes;white;54
sandals;at_location;no;female;yes;yes;white;105,3
sandals;at_location;yes;male;yes;yes;red;24,6375
sandals;at_location;yes;female;yes;yes;red;66,15
sandals;at_location;no;male;yes;yes;red;54,675
sandals;at_location;no;female;yes;yes;red;83,025
sandals;at_location;yes;male;yes;yes;blue;20,25
sandals;at_location;yes;female;yes;yes;blue;68,5125
sandals;at_location;no;male;yes;yes;blue;22,95
sandals;at_location;no;female;yes;yes;blue;74,25
boots;at_location;yes;male;yes;yes;black;355,95
boots;at_location;yes;female;yes;yes;black;236,25
boots;at_location;no;male;yes;yes;black;319,5
boots;at_location;no;female;yes;yes;black;531
boots;at_location;yes;male;yes;yes;brown;155,25
boots;at_location;yes;female;yes;yes;brown;222,75
boots;at_location;no;male;yes;yes;brown;67,5
boots;at_location;no;female;yes;yes;brown;171
boots;at_location;yes;male;yes;yes;gray;222,75
boots;at_location;yes;female;yes;yes;gray;301,5
boots;at_location;no;male;yes;yes;gray;229,5
boots;at_location;no;female;yes;yes;gray;540
boots;at_location;yes;male;yes;yes;white;258,75
boots;at_location;yes;female;yes;yes;white;258,3
boots;at_location;no;male;yes;yes;white;445,5
boots;at_location;no;female;yes;yes;white;547
boots;at_location;yes;female;yes;yes;red;130,5
boots;at_location;no;female;yes;yes;red;513
boots;at_location;yes;male;yes;yes;blue;333,9
boots;at_location;yes;female;yes;yes;blue;346,5
boots;at_location;no;male;yes;yes;blue;450
boots;at_location;no;female;yes;yes;blue;486
wedges;at_location;yes;female;yes;no;black;57,96
wedges;at_location;no;female;yes;no;black;44,1
wedges;at_location;yes;female;yes;no;brown;51,66
wedges;at_location;no;female;yes;no;brown;96,3
wedges;at_location;yes;female;yes;no;gray;68,04
wedges;at_location;no;female;yes;no;gray;106,2
wedges;at_location;yes;female;yes;no;white;75,15
wedges;at_location;no;female;yes;no;white;45
wedges;at_location;yes;female;yes;no;red;54
wedges;at_location;no;female;yes;no;red;93,6
wedges;at_location;yes;female;yes;no;blue;44,55
wedges;at_location;no;female;yes;no;blue;71,1
sneakers;at_location;yes;male;yes;no;black;90,72
sneakers;at_location;yes;female;yes;no;black;81
sneakers;at_location;no;male;yes;no;black;152,55
sneakers;at_location;no;female;yes;no;black;70,2
sneakers;at_location;yes;male;yes;no;brown;85,725
sneakers;at_location;no;male;yes;no;brown;144,45
sneakers;at_location;yes;male;yes;no;gray;148,365
sneakers;at_location;yes;female;yes;no;gray;63,315
sneakers;at_location;no;male;yes;no;gray;105,3
sneakers;at_location;no;female;yes;no;gray;63,45
sneakers;at_location;yes;male;yes;no;white;94,5
sneakers;at_location;yes;female;yes;no;white;122,85
sneakers;at_location;no;male;yes;no;white;116,1
sneakers;at_location;no;female;yes;no;white;113,4
sneakers;at_location;yes;male;yes;no;red;61,425
sneakers;at_location;yes;female;yes;no;red;64,125
sneakers;at_location;no;male;yes;no;red;176,85
sneakers;at_location;no;female;yes;no;red;135
sneakers;at_location;yes;male;yes;no;blue;58,05
sneakers;at_location;yes;female;yes;no;blue;112,455
sneakers;at_location;no;male;yes;no;blue;79,65
sneakers;at_location;no;female;yes;no;blue;159,3
heals;at_location;yes;female;yes;no;black;138,18
heals;at_location;no;female;yes;no;black;344,4
heals;at_location;yes;female;yes;no;brown;85,05
heals;at_location;no;female;yes;no;brown;237,3
heals;at_location;yes;female;yes;no;gray;152,88
heals;at_location;no;female;yes;no;gray;142,8
heals;at_location;yes;female;yes;no;white;132,3
heals;at_location;no;female;yes;no;white;69,3
heals;at_location;yes;female;yes;no;red;61,74
heals;at_location;no;female;yes;no;red;128,1
heals;at_location;yes;female;yes;no;blue;204,33
heals;at_location;no;female;yes;no;blue;273
sandals;at_location;yes;male;yes;no;black;13,95
sandals;at_location;yes;female;yes;no;black;29,925
sandals;at_location;no;male;yes;no;black;35,1
sandals;at_location;no;female;yes;no;black;48,15
sandals;at_location;yes;male;yes;no;brown;36,675
sandals;at_location;yes;female;yes;no;brown;23,31
sandals;at_location;no;male;yes;no;brown;71,1
sandals;at_location;no;female;yes;no;brown;38,7
sandals;at_location;yes;male;yes;no;gray;18
sandals;at_location;yes;female;yes;no;gray;26,55
sandals;at_location;no;male;yes;no;gray;54,45
sandals;at_location;no;female;yes;no;gray;48,6
sandals;at_location;yes;male;yes;no;white;17,64
sandals;at_location;yes;female;yes;no;white;17,775
sandals;at_location;no;male;yes;no;white;33,3
sandals;at_location;no;female;yes;no;white;38,25
sandals;at_location;yes;male;yes;no;red;24,255
sandals;at_location;yes;female;yes;no;red;25,425
sandals;at_location;no;male;yes;no;red;58,5
sandals;at_location;no;female;yes;no;red;41,4
sandals;at_location;yes;male;yes;no;blue;26,325
sandals;at_location;yes;female;yes;no;blue;27,675
sandals;at_location;no;male;yes;no;blue;46,8
sandals;at_location;no;female;yes;no;blue;41,4
boots;at_location;yes;male;yes;no;black;126
boots;at_location;yes;female;yes;no;black;97,5
boots;at_location;no;male;yes;no;black;276
boots;at_location;no;female;yes;no;black;315
boots;at_location;yes;male;yes;no;brown;141
boots;at_location;yes;female;yes;no;brown;224,7
boots;at_location;no;male;yes;no;brown;303
boots;at_location;no;female;yes;no;brown;360
boots;at_location;yes;male;yes;no;gray;170,1
boots;at_location;yes;female;yes;no;gray;201,6
boots;at_location;no;male;yes;no;gray;321
boots;at_location;no;female;yes;no;gray;267
boots;at_location;yes;male;yes;no;white;226,8
boots;at_location;yes;female;yes;no;white;70,5
boots;at_location;no;male;yes;no;white;342
boots;at_location;no;female;yes;no;white;342
boots;at_location;yes;female;yes;no;red;150
boots;at_location;no;female;yes;no;red;267
boots;at_location;yes;male;yes;no;blue;182,7
boots;at_location;yes;female;yes;no;blue;73,5
boots;at_location;no;male;yes;no;blue;399
boots;at_location;no;female;yes;no;blue;357
wedges;at_location;yes;female;yes;yes;black;63,315
wedges;at_location;no;female;yes;yes;black;75,6
wedges;at_location;yes;female;yes;yes;brown;83,16
wedges;at_location;no;female;yes;yes;brown;162
wedges;at_location;yes;female;yes;yes;gray;118,125
wedges;at_location;no;female;yes;yes;gray;156,6
wedges;at_location;yes;female;yes;yes;white;83,025
wedges;at_location;no;female;yes;yes;white;206,55
wedges;at_location;yes;female;yes;yes;red;33,075
wedges;at_location;no;female;yes;yes;red;153,9
wedges;at_location;yes;female;yes;yes;blue;66,15
wedges;at_location;no;female;yes;yes;blue;105,3
sneakers;at_location;yes;male;yes;yes;black;123,525
sneakers;at_location;yes;female;yes;yes;black;101,25
sneakers;at_location;no;male;yes;yes;black;275,4
sneakers;at_location;no;female;yes;yes;black;139,725
sneakers;at_location;yes;male;yes;yes;brown;106,3125
sneakers;at_location;no;male;yes;yes;brown;228,825
sneakers;at_location;yes;male;yes;yes;gray;73,9125
sneakers;at_location;yes;female;yes;yes;gray;105,3
sneakers;at_location;no;male;yes;yes;gray;178,2
sneakers;at_location;no;female;yes;yes;gray;269,325
sneakers;at_location;yes;male;yes;yes;white;160,1775
sneakers;at_location;yes;female;yes;yes;white;89,1
sneakers;at_location;no;male;yes;yes;white;164,025
sneakers;at_location;no;female;yes;yes;white;178,2
sneakers;at_location;yes;male;yes;yes;red;243,81
sneakers;at_location;yes;female;yes;yes;red;140,3325
sneakers;at_location;no;male;yes;yes;red;190,35
sneakers;at_location;no;female;yes;yes;red;190,35
sneakers;at_location;yes;male;yes;yes;blue;146,8125
sneakers;at_location;yes;female;yes;yes;blue;48,6
sneakers;at_location;no;male;yes;yes;blue;269,325
sneakers;at_location;no;female;yes;yes;blue;157,95
heals;at_location;yes;female;yes;yes;black;202,86
heals;at_location;no;female;yes;yes;black;378
heals;at_location;yes;female;yes;yes;brown;158,76
heals;at_location;no;female;yes;yes;brown;355,95
heals;at_location;yes;female;yes;yes;gray;154,35
heals;at_location;no;female;yes;yes;gray;182,7
heals;at_location;yes;female;yes;yes;white;166,95
heals;at_location;no;female;yes;yes;white;368,55
heals;at_location;yes;female;yes;yes;red;187,425
heals;at_location;no;female;yes;yes;red;261,45
heals;at_location;yes;female;yes;yes;blue;220,5
heals;at_location;no;female;yes;yes;blue;374,85
sandals;at_location;yes;male;yes;yes;black;39,15
sandals;at_location;yes;female;yes;yes;black;41,58
sandals;at_location;no;male;yes;yes;black;41,85
sandals;at_location;no;female;yes;yes;black;72,9
sandals;at_location;yes;male;yes;yes;brown;37,125
sandals;at_location;yes;female;yes;yes;brown;68,5125
sandals;at_location;no;male;yes;yes;brown;35,775
sandals;at_location;no;female;yes;yes;brown;60,075
sandals;at_location;yes;male;yes;yes;gray;38,1375
sandals;at_location;yes;female;yes;yes;gray;32,7375
sandals;at_location;no;male;yes;yes;gray;108,675
sandals;at_location;no;female;yes;yes;gray;60,075
sandals;at_location;yes;male;yes;yes;white;9,7875
sandals;at_location;yes;female;yes;yes;white;41,175
sandals;at_location;no;male;yes;yes;white;39,15
sandals;at_location;no;female;yes;yes;white;93,825
sandals;at_location;yes;male;yes;yes;red;52,92
sandals;at_location;yes;female;yes;yes;red;30,375
sandals;at_location;no;male;yes;yes;red;47,925
